Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Spain,Private Sector Credit,1962-01-31T00:00:00,1766.22,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-02-28T00:00:00,1797.27,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-03-30T00:00:00,1830.17,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-04-30T00:00:00,1867.15,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-05-31T00:00:00,1905.11,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-06-29T00:00:00,1941.97,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-07-31T00:00:00,1978.72,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-08-31T00:00:00,2021.35,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-09-30T00:00:00,2065.96,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-10-31T00:00:00,2116.22,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-11-30T00:00:00,2154.47,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1962-12-31T00:00:00,2201.04,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-01-31T00:00:00,2213.89,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-02-28T00:00:00,2242.3,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-03-29T00:00:00,2293.28,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-04-30T00:00:00,2344.51,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-05-31T00:00:00,2388.75,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-06-30T00:00:00,2424.29,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-07-31T00:00:00,2448.96,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-08-30T00:00:00,2466.93,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-09-30T00:00:00,2505.1,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-10-31T00:00:00,2557.07,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-11-29T00:00:00,2583.9,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1963-12-31T00:00:00,2645.06,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-01-31T00:00:00,2626.61,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-02-29T00:00:00,2637.4,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-03-31T00:00:00,2669.07,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-04-30T00:00:00,2725.87,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-05-29T00:00:00,2771.23,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-06-30T00:00:00,2837.77,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-07-31T00:00:00,2857.31,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-08-31T00:00:00,2892.43,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-09-30T00:00:00,2929.69,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-10-30T00:00:00,2987.67,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-11-30T00:00:00,3061.08,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
Spain,Private Sector Credit,1964-12-31T00:00:00,3156.4,Monthly,SPAINPRISECCRE,2015-06-01T14:46:00
